dteday,yr,season,mnth,day,hr,holiday,weekday,workingday,casual,registered
1/4/2011,0,1,1,4,7,0,2,1,2,89
1/4/2011,0,1,1,4,8,0,2,1,3,179
1/4/2011,0,1,1,4,9,0,2,1,2,95
1/4/2011,0,1,1,4,10,0,2,1,6,39
1/4/2011,0,1,1,4,11,0,2,1,5,47
1/4/2011,0,1,1,4,12,0,2,1,13,68
1/4/2011,0,1,1,4,13,0,2,1,16,76
1/4/2011,0,1,1,4,14,0,2,1,10,56
1/4/2011,0,1,1,4,15,0,2,1,15,45
1/4/2011,0,1,1,4,16,0,2,1,16,70
1/4/2011,0,1,1,4,17,0,2,1,7,199
1/4/2011,0,1,1,4,18,0,2,1,4,181
1/4/2011,0,1,1,4,19,0,2,1,2,107
1/4/2011,0,1,1,4,20,0,2,1,2,55
1/4/2011,0,1,1,4,21,0,2,1,0,45
1/4/2011,0,1,1,4,22,0,2,1,2,36
1/4/2011,0,1,1,4,23,0,2,1,2,6
1/5/2011,0,1,1,5,0,0,3,1,1,8
1/5/2011,0,1,1,5,1,0,3,1,0,3
1/5/2011,0,1,1,5,2,0,3,1,1,4
1/5/2011,0,1,1,5,4,0,3,1,0,2
1/5/2011,0,1,1,5,5,0,3,1,1,5
1/5/2011,0,1,1,5,6,0,3,1,0,30
1/5/2011,0,1,1,5,7,0,3,1,2,89
1/5/2011,0,1,1,5,8,0,3,1,1,189
1/5/2011,0,1,1,5,9,0,3,1,7,111
1/5/2011,0,1,1,5,10,0,3,1,2,50
1/5/2011,0,1,1,5,11,0,3,1,13,36
1/5/2011,0,1,1,5,12,0,3,1,3,71
1/5/2011,0,1,1,5,13,0,3,1,7,67
1/5/2011,0,1,1,5,14,0,3,1,8,49
1/5/2011,0,1,1,5,15,0,3,1,8,57
1/5/2011,0,1,1,5,16,0,3,1,2,82
1/5/2011,0,1,1,5,17,0,3,1,5,188
1/5/2011,0,1,1,5,18,0,3,1,1,163
1/5/2011,0,1,1,5,19,0,3,1,6,129
1/5/2011,0,1,1,5,20,0,3,1,5,79
1/5/2011,0,1,1,5,21,0,3,1,4,42
1/5/2011,0,1,1,5,22,0,3,1,1,38
1/5/2011,0,1,1,5,23,0,3,1,1,20
1/6/2011,0,1,1,6,0,0,4,1,0,8
1/6/2011,0,1,1,6,1,0,4,1,1,6
1/6/2011,0,1,1,6,2,0,4,1,0,2
1/6/2011,0,1,1,6,4,0,4,1,1,3
1/6/2011,0,1,1,6,5,0,4,1,0,1
1/6/2011,0,1,1,6,6,0,4,1,1,38
1/6/2011,0,1,1,6,7,0,4,1,0,92
1/6/2011,0,1,1,6,8,0,4,1,4,218
1/6/2011,0,1,1,6,9,0,4,1,4,113
1/6/2011,0,1,1,6,10,0,4,1,4,44
1/6/2011,0,1,1,6,11,0,4,1,2,54
1/6/2011,0,1,1,6,12,0,4,1,7,80
1/6/2011,0,1,1,6,13,0,4,1,10,52
1/6/2011,0,1,1,6,14,0,4,1,12,61
1/6/2011,0,1,1,6,15,0,4,1,6,51
1/6/2011,0,1,1,6,16,0,4,1,13,76
1/6/2011,0,1,1,6,17,0,4,1,7,160
1/6/2011,0,1,1,6,18,0,4,1,6,160
1/6/2011,0,1,1,6,19,0,4,1,1,106
1/6/2011,0,1,1,6,20,0,4,1,4,68
1/6/2011,0,1,1,6,21,0,4,1,0,45
1/6/2011,0,1,1,6,22,0,4,1,2,53
1/6/2011,0,1,1,6,23,0,4,1,2,16
1/7/2011,0,1,1,7,0,0,5,1,4,15
1/7/2011,0,1,1,7,1,0,5,1,2,2
1/7/2011,0,1,1,7,2,0,5,1,1,3
1/7/2011,0,1,1,7,4,0,5,1,0,1
1/7/2011,0,1,1,7,5,0,5,1,1,7
1/7/2011,0,1,1,7,6,0,5,1,6,23
1/7/2011,0,1,1,7,7,0,5,1,9,78
1/7/2011,0,1,1,7,8,0,5,1,18,187
1/7/2011,0,1,1,7,9,0,5,1,10,127
1/7/2011,0,1,1,7,10,0,5,1,14,44
1/7/2011,0,1,1,7,11,0,5,1,20,50
1/7/2011,0,1,1,7,12,0,5,1,7,47
1/7/2011,0,1,1,7,13,0,5,1,10,66
1/7/2011,0,1,1,7,14,0,5,1,5,40
1/7/2011,0,1,1,7,15,0,5,1,10,65
1/7/2011,0,1,1,7,16,0,5,1,3,79
1/7/2011,0,1,1,7,17,0,5,1,10,180
1/7/2011,0,1,1,7,18,0,5,1,4,113
1/7/2011,0,1,1,7,19,0,5,1,4,94
1/7/2011,0,1,1,7,20,0,5,1,1,47
1/7/2011,0,1,1,7,21,0,5,1,1,41
1/7/2011,0,1,1,7,22,0,5,1,2,31
1/7/2011,0,1,1,7,23,0,5,1,2,16
1/8/2011,0,1,1,8,0,0,6,0,1,21
1/8/2011,0,1,1,8,1,0,6,0,2,17
1/8/2011,0,1,1,8,2,0,6,0,1,10
1/8/2011,0,1,1,8,3,0,6,0,1,9
1/8/2011,0,1,1,8,4,0,6,0,0,1
1/8/2011,0,1,1,8,5,0,6,0,1,7
1/8/2011,0,1,1,8,6,0,6,0,0,2
1/8/2011,0,1,1,8,7,0,6,0,2,10
1/8/2011,0,1,1,8,8,0,6,0,0,12
1/8/2011,0,1,1,8,9,0,6,0,1,22
1/8/2011,0,1,1,8,10,0,6,0,3,53
1/8/2011,0,1,1,8,11,0,6,0,3,62
1/8/2011,0,1,1,8,12,0,6,0,6,87
1/8/2011,0,1,1,8,13,0,6,0,8,97
1/8/2011,0,1,1,8,14,0,6,0,10,80
1/8/2011,0,1,1,8,15,0,6,0,6,71
1/8/2011,0,1,1,8,16,0,6,0,6,65
1/8/2011,0,1,1,8,17,0,6,0,6,66
1/8/2011,0,1,1,8,18,0,6,0,2,49
1/8/2011,0,1,1,8,19,0,6,0,5,28
1/8/2011,0,1,1,8,20,0,6,0,0,25
1/8/2011,0,1,1,8,21,0,6,0,3,37
1/8/2011,0,1,1,8,22,0,6,0,1,30
1/8/2011,0,1,1,8,23,0,6,0,1,24
1/9/2011,0,1,1,9,0,0,0,0,1,21
1/9/2011,0,1,1,9,1,0,0,0,1,14
1/9/2011,0,1,1,9,2,0,0,0,0,8
1/9/2011,0,1,1,9,3,0,0,0,1,6
1/9/2011,0,1,1,9,4,0,0,0,0,1
1/9/2011,0,1,1,9,5,0,0,0,1,3
1/9/2011,0,1,1,9,6,0,0,0,0,1
1/9/2011,0,1,1,9,7,0,0,0,2,7
1/9/2011,0,1,1,9,8,0,0,0,0,7
1/9/2011,0,1,1,9,9,0,0,0,1,21
1/9/2011,0,1,1,9,10,0,0,0,0,46
1/9/2011,0,1,1,9,11,0,0,0,3,49
1/9/2011,0,1,1,9,12,0,0,0,2,76
1/9/2011,0,1,1,9,13,0,0,0,7,71
1/9/2011,0,1,1,9,14,0,0,0,6,61
1/9/2011,0,1,1,9,15,0,0,0,6,79
1/9/2011,0,1,1,9,16,0,0,0,11,76
1/9/2011,0,1,1,9,17,0,0,0,4,61
1/9/2011,0,1,1,9,18,0,0,0,2,41
1/9/2011,0,1,1,9,19,0,0,0,2,42
1/9/2011,0,1,1,9,20,0,0,0,0,35
1/9/2011,0,1,1,9,21,0,0,0,2,21
1/9/2011,0,1,1,9,22,0,0,0,3,7
1/9/2011,0,1,1,9,23,0,0,0,1,8
1/10/2011,0,1,1,10,0,0,1,1,1,3
1/10/2011,0,1,1,10,1,0,1,1,2,2
1/10/2011,0,1,1,10,2,0,1,1,0,3
1/10/2011,0,1,1,10,3,0,1,1,1,3
1/10/2011,0,1,1,10,4,0,1,1,1,2
1/10/2011,0,1,1,10,5,0,1,1,1,5
1/10/2011,0,1,1,10,6,0,1,1,0,28
1/10/2011,0,1,1,10,7,0,1,1,3,77
1/10/2011,0,1,1,10,8,0,1,1,2,181
1/10/2011,0,1,1,10,9,0,1,1,3,94
1/10/2011,0,1,1,10,10,0,1,1,0,28
1/10/2011,0,1,1,10,11,0,1,1,3,30
1/10/2011,0,1,1,10,12,0,1,1,3,44
1/10/2011,0,1,1,10,13,0,1,1,5,52
1/10/2011,0,1,1,10,14,0,1,1,0,44
1/10/2011,0,1,1,10,15,0,1,1,3,45
1/10/2011,0,1,1,10,16,0,1,1,2,67
1/10/2011,0,1,1,10,17,0,1,1,5,176
1/10/2011,0,1,1,10,18,0,1,1,1,151
1/10/2011,0,1,1,10,19,0,1,1,4,94
1/10/2011,0,1,1,10,20,0,1,1,1,70
1/10/2011,0,1,1,10,21,0,1,1,2,39
1/10/2011,0,1,1,10,22,0,1,1,2,19
1/10/2011,0,1,1,10,23,0,1,1,1,20
1/11/2011,0,1,1,11,0,0,2,1,1,7
1/11/2011,0,1,1,11,1,0,2,1,1,5
1/11/2011,0,1,1,11,2,0,2,1,0,3
1/11/2011,0,1,1,11,5,0,2,1,1,8
1/11/2011,0,1,1,11,6,0,2,1,0,24
1/11/2011,0,1,1,11,7,0,2,1,3,99
1/11/2011,0,1,1,11,8,0,2,1,1,211
1/11/2011,0,1,1,11,9,0,2,1,4,129
1/11/2011,0,1,1,11,10,0,2,1,1,48
1/11/2011,0,1,1,11,11,0,2,1,5,33
1/11/2011,0,1,1,11,12,0,2,1,2,52
1/11/2011,0,1,1,11,13,0,2,1,7,48
1/11/2011,0,1,1,11,14,0,2,1,1,57
1/11/2011,0,1,1,11,15,0,2,1,3,47
1/11/2011,0,1,1,11,16,0,2,1,2,69
1/11/2011,0,1,1,11,17,0,2,1,7,132
1/11/2011,0,1,1,11,18,0,2,1,1,91
1/11/2011,0,1,1,11,19,0,2,1,1,53
1/11/2011,0,1,1,11,20,0,2,1,0,29
1/11/2011,0,1,1,11,21,0,2,1,1,22
1/11/2011,0,1,1,11,22,0,2,1,1,25
1/11/2011,0,1,1,11,23,0,2,1,2,20
1/12/2011,0,1,1,12,0,0,3,1,0,4
1/12/2011,0,1,1,12,1,0,3,1,1,8
1/12/2011,0,1,1,12,2,0,3,1,1,1
1/12/2011,0,1,1,12,5,0,3,1,1,7
1/12/2011,0,1,1,12,6,0,3,1,0,13
1/12/2011,0,1,1,12,7,0,3,1,1,56
1/12/2011,0,1,1,12,8,0,3,1,1,122
1/12/2011,0,1,1,12,9,0,3,1,4,80
1/12/2011,0,1,1,12,10,0,3,1,0,36
1/12/2011,0,1,1,12,11,0,3,1,4,34
1/12/2011,0,1,1,12,12,0,3,1,1,49
1/12/2011,0,1,1,12,13,0,3,1,1,51
1/12/2011,0,1,1,12,14,0,3,1,0,41
1/12/2011,0,1,1,12,15,0,3,1,2,50
1/12/2011,0,1,1,12,16,0,3,1,3,60
1/12/2011,0,1,1,12,17,0,3,1,1,141
1/12/2011,0,1,1,12,18,0,3,1,2,132
1/12/2011,0,1,1,12,19,0,3,1,2,84
1/12/2011,0,1,1,12,20,0,3,1,2,51
1/12/2011,0,1,1,12,21,0,3,1,1,59
1/12/2011,0,1,1,12,22,0,3,1,3,29
1/12/2011,0,1,1,12,23,0,3,1,2,21
1/13/2011,0,1,1,13,0,0,4,1,1,3
1/13/2011,0,1,1,13,1,0,4,1,1,4
1/13/2011,0,1,1,13,2,0,4,1,0,2
1/13/2011,0,1,1,13,3,0,4,1,1,5
1/13/2011,0,1,1,13,4,0,4,1,0,1
1/13/2011,0,1,1,13,5,0,4,1,1,5
1/13/2011,0,1,1,13,6,0,4,1,0,25
1/13/2011,0,1,1,13,7,0,4,1,1,74
1/13/2011,0,1,1,13,8,0,4,1,3,194
1/13/2011,0,1,1,13,9,0,4,1,3,139
1/13/2011,0,1,1,13,10,0,4,1,2,33
1/13/2011,0,1,1,13,11,0,4,1,5,35
1/13/2011,0,1,1,13,12,0,4,1,1,46
1/13/2011,0,1,1,13,13,0,4,1,3,83
1/13/2011,0,1,1,13,14,0,4,1,1,36
1/13/2011,0,1,1,13,15,0,4,1,6,57
1/13/2011,0,1,1,13,16,0,4,1,2,73
1/13/2011,0,1,1,13,17,0,4,1,5,160
1/13/2011,0,1,1,13,18,0,4,1,1,138
1/13/2011,0,1,1,13,19,0,4,1,2,100
1/13/2011,0,1,1,13,20,0,4,1,0,61
1/13/2011,0,1,1,13,21,0,4,1,1,42
1/13/2011,0,1,1,13,22,0,4,1,0,27
1/13/2011,0,1,1,13,23,0,4,1,2,16
1/14/2011,0,1,1,14,0,0,5,1,0,11
1/14/2011,0,1,1,14,1,0,5,1,1,7
1/14/2011,0,1,1,14,2,0,5,1,0,1
1/14/2011,0,1,1,14,3,0,5,1,1,3
1/14/2011,0,1,1,14,5,0,5,1,0,5
1/14/2011,0,1,1,14,6,0,5,1,1,19
1/14/2011,0,1,1,14,7,0,5,1,0,67
1/14/2011,0,1,1,14,8,0,5,1,3,158
1/14/2011,0,1,1,14,9,0,5,1,0,114
1/14/2011,0,1,1,14,10,0,5,1,7,42
1/14/2011,0,1,1,14,11,0,5,1,4,44
1/14/2011,0,1,1,14,12,0,5,1,3,61
1/14/2011,0,1,1,14,13,0,5,1,2,70
1/14/2011,0,1,1,14,14,0,5,1,6,61
1/14/2011,0,1,1,14,15,0,5,1,7,56
1/14/2011,0,1,1,14,16,0,5,1,4,89
1/14/2011,0,1,1,14,17,0,5,1,2,152
1/14/2011,0,1,1,14,18,0,5,1,6,136
1/14/2011,0,1,1,14,19,0,5,1,1,86
1/14/2011,0,1,1,14,20,0,5,1,1,70
1/14/2011,0,1,1,14,21,0,5,1,2,45
1/14/2011,0,1,1,14,22,0,5,1,3,36
1/14/2011,0,1,1,14,23,0,5,1,1,23
1/15/2011,0,1,1,15,0,0,6,0,4,27
1/15/2011,0,1,1,15,1,0,6,0,2,15
1/15/2011,0,1,1,15,2,0,6,0,1,14
1/15/2011,0,1,1,15,3,0,6,0,1,4
1/15/2011,0,1,1,15,4,0,6,0,1,7
1/15/2011,0,1,1,15,5,0,6,0,0,1
1/15/2011,0,1,1,15,6,0,6,0,2,4
1/15/2011,0,1,1,15,7,0,6,0,1,6
1/15/2011,0,1,1,15,8,0,6,0,2,24
1/15/2011,0,1,1,15,9,0,6,0,2,28
1/15/2011,0,1,1,15,10,0,6,0,3,59
1/15/2011,0,1,1,15,11,0,6,0,16,51
1/15/2011,0,1,1,15,12,0,6,0,16,76
1/15/2011,0,1,1,15,13,0,6,0,19,77
1/15/2011,0,1,1,15,14,0,6,0,27,94
1/15/2011,0,1,1,15,15,0,6,0,19,105
1/15/2011,0,1,1,15,16,0,6,0,34,97
1/15/2011,0,1,1,15,17,0,6,0,27,51
1/15/2011,0,1,1,15,18,0,6,0,16,71
1/15/2011,0,1,1,15,19,0,6,0,12,57
1/15/2011,0,1,1,15,20,0,6,0,7,37
1/15/2011,0,1,1,15,21,0,6,0,3,48
1/15/2011,0,1,1,15,22,0,6,0,1,28
1/15/2011,0,1,1,15,23,0,6,0,3,36
1/16/2011,0,1,1,16,0,0,0,0,7,35
1/16/2011,0,1,1,16,1,0,0,0,2,16
1/16/2011,0,1,1,16,2,0,0,0,4,15
1/16/2011,0,1,1,16,3,0,0,0,7,3
1/16/2011,0,1,1,16,4,0,0,0,1,3
1/16/2011,0,1,1,16,5,0,0,0,1,1
1/16/2011,0,1,1,16,6,0,0,0,1,3
1/16/2011,0,1,1,16,7,0,0,0,0,3
1/16/2011,0,1,1,16,8,0,0,0,1,20
1/16/2011,0,1,1,16,9,0,0,0,1,26
1/16/2011,0,1,1,16,10,0,0,0,9,73
1/16/2011,0,1,1,16,11,0,0,0,21,67
1/16/2011,0,1,1,16,12,0,0,0,30,77
1/16/2011,0,1,1,16,13,0,0,0,21,92
1/16/2011,0,1,1,16,14,0,0,0,23,71
1/16/2011,0,1,1,16,15,0,0,0,33,75
1/16/2011,0,1,1,16,16,0,0,0,23,79
1/16/2011,0,1,1,16,17,0,0,0,21,79
1/16/2011,0,1,1,16,18,0,0,0,12,58
1/16/2011,0,1,1,16,19,0,0,0,12,44
1/16/2011,0,1,1,16,20,0,0,0,8,52
1/16/2011,0,1,1,16,21,0,0,0,4,19
1/16/2011,0,1,1,16,22,0,0,0,3,21
1/16/2011,0,1,1,16,23,0,0,0,0,15
1/17/2011,0,1,1,17,0,1,1,0,2,18
1/17/2011,0,1,1,17,1,1,1,0,1,12
1/17/2011,0,1,1,17,2,1,1,0,1,10
1/17/2011,0,1,1,17,3,1,1,0,0,2
1/17/2011,0,1,1,17,4,1,1,0,2,4
1/17/2011,0,1,1,17,5,1,1,0,0,1
1/17/2011,0,1,1,17,6,1,1,0,1,7
1/17/2011,0,1,1,17,7,1,1,0,2,6
1/17/2011,0,1,1,17,8,1,1,0,4,32
1/17/2011,0,1,1,17,9,1,1,0,6,36
1/17/2011,0,1,1,17,10,1,1,0,8,52
1/17/2011,0,1,1,17,11,1,1,0,7,52
1/17/2011,0,1,1,17,12,1,1,0,11,72
1/17/2011,0,1,1,17,13,1,1,0,11,77
1/17/2011,0,1,1,17,14,1,1,0,13,76
1/17/2011,0,1,1,17,15,1,1,0,19,69
1/17/2011,0,1,1,17,16,1,1,0,7,78
1/17/2011,0,1,1,17,17,1,1,0,1,64
1/17/2011,0,1,1,17,18,1,1,0,8,87
1/17/2011,0,1,1,17,19,1,1,0,2,55
1/17/2011,0,1,1,17,20,1,1,0,5,31
1/17/2011,0,1,1,17,21,1,1,0,1,21
1/17/2011,0,1,1,17,22,1,1,0,1,15
1/17/2011,0,1,1,17,23,1,1,0,1,3
1/18/2011,0,1,1,18,12,0,2,1,1,5
1/18/2011,0,1,1,18,13,0,2,1,0,19
1/18/2011,0,1,1,18,14,0,2,1,3,28
1/18/2011,0,1,1,18,15,0,2,1,1,29
1/18/2011,0,1,1,18,16,0,2,1,1,63
1/18/2011,0,1,1,18,17,0,2,1,1,121
1/18/2011,0,1,1,18,18,0,2,1,2,134
1/18/2011,0,1,1,18,19,0,2,1,1,95
1/18/2011,0,1,1,18,20,0,2,1,1,85
1/18/2011,0,1,1,18,21,0,2,1,0,38
1/18/2011,0,1,1,18,22,0,2,1,1,35
1/18/2011,0,1,1,18,23,0,2,1,1,16
1/19/2011,0,1,1,19,0,0,3,1,1,5
1/19/2011,0,1,1,19,1,0,3,1,1,3
1/19/2011,0,1,1,19,2,0,3,1,1,5
1/19/2011,0,1,1,19,4,0,3,1,1,1
1/19/2011,0,1,1,19,5,0,3,1,1,9
1/19/2011,0,1,1,19,6,0,3,1,0,29
1/19/2011,0,1,1,19,7,0,3,1,2,91
1/19/2011,0,1,1,19,8,0,3,1,1,193
1/19/2011,0,1,1,19,9,0,3,1,3,109
1/19/2011,0,1,1,19,10,0,3,1,1,43
1/19/2011,0,1,1,19,11,0,3,1,6,49
1/19/2011,0,1,1,19,12,0,3,1,3,62
1/19/2011,0,1,1,19,13,0,3,1,12,69
1/19/2011,0,1,1,19,14,0,3,1,5,65
1/19/2011,0,1,1,19,15,0,3,1,5,80
1/19/2011,0,1,1,19,16,0,3,1,8,91
1/19/2011,0,1,1,19,17,0,3,1,8,192
1/19/2011,0,1,1,19,18,0,3,1,3,153
1/19/2011,0,1,1,19,19,0,3,1,5,110
1/19/2011,0,1,1,19,20,0,3,1,1,71
1/19/2011,0,1,1,19,21,0,3,1,5,57
1/19/2011,0,1,1,19,22,0,3,1,4,50
1/19/2011,0,1,1,19,23,0,3,1,2,29
1/20/2011,0,1,1,20,0,0,4,1,3,5
1/20/2011,0,1,1,20,1,0,4,1,3,5
1/20/2011,0,1,1,20,2,0,4,1,0,2
1/20/2011,0,1,1,20,3,0,4,1,1,3
1/20/2011,0,1,1,20,4,0,4,1,0,1
1/20/2011,0,1,1,20,5,0,4,1,1,8
1/20/2011,0,1,1,20,6,0,4,1,0,32
1/20/2011,0,1,1,20,7,0,4,1,2,102
1/20/2011,0,1,1,20,8,0,4,1,2,244
1/20/2011,0,1,1,20,9,0,4,1,4,142
1/20/2011,0,1,1,20,10,0,4,1,1,53
1/20/2011,0,1,1,20,11,0,4,1,6,65
1/20/2011,0,1,1,20,12,0,4,1,5,74
1/20/2011,0,1,1,20,13,0,4,1,13,88
1/20/2011,0,1,1,20,14,0,4,1,4,72
1/20/2011,0,1,1,20,15,0,4,1,9,64
1/20/2011,0,1,1,20,16,0,4,1,6,80
1/20/2011,0,1,1,20,17,0,4,1,9,209
1/20/2011,0,1,1,20,18,0,4,1,1,181
1/20/2011,0,1,1,20,19,0,4,1,7,148
1/20/2011,0,1,1,20,20,0,4,1,2,121
1/20/2011,0,1,1,20,21,0,4,1,4,56
1/20/2011,0,1,1,20,22,0,4,1,0,53
1/20/2011,0,1,1,20,23,0,4,1,4,30
1/21/2011,0,1,1,21,0,0,5,1,1,17
1/21/2011,0,1,1,21,1,0,5,1,1,8
1/21/2011,0,1,1,21,2,0,5,1,0,2
1/21/2011,0,1,1,21,3,0,5,1,1,3
1/21/2011,0,1,1,21,4,0,5,1,0,1
1/21/2011,0,1,1,21,5,0,5,1,2,6
1/21/2011,0,1,1,21,6,0,5,1,0,24
1/21/2011,0,1,1,21,7,0,5,1,3,68
1/21/2011,0,1,1,21,8,0,5,1,5,207
1/21/2011,0,1,1,21,9,0,5,1,8,161
1/21/2011,0,1,1,21,10,0,5,1,4,54
1/21/2011,0,1,1,21,11,0,5,1,7,55
1/21/2011,0,1,1,21,12,0,5,1,9,64
1/21/2011,0,1,1,21,13,0,5,1,9,67
1/21/2011,0,1,1,21,14,0,5,1,4,53
1/21/2011,0,1,1,21,15,0,5,1,5,63
1/21/2011,0,1,1,21,16,0,5,1,1,94
1/21/2011,0,1,1,21,17,0,5,1,11,153
1/21/2011,0,1,1,21,18,0,5,1,1,116
1/21/2011,0,1,1,21,19,0,5,1,4,95
1/21/2011,0,1,1,21,20,0,5,1,1,49
1/21/2011,0,1,1,21,21,0,5,1,1,43
1/21/2011,0,1,1,21,22,0,5,1,1,30
1/21/2011,0,1,1,21,23,0,5,1,1,29
1/22/2011,0,1,1,22,0,0,6,0,0,10
1/22/2011,0,1,1,22,1,0,6,0,4,11
1/22/2011,0,1,1,22,2,0,6,0,0,8
1/22/2011,0,1,1,22,3,0,6,0,2,8
1/22/2011,0,1,1,22,4,0,6,0,0,3
1/22/2011,0,1,1,22,6,0,6,0,1,4
1/22/2011,0,1,1,22,7,0,6,0,0,5
1/22/2011,0,1,1,22,8,0,6,0,2,28
1/22/2011,0,1,1,22,9,0,6,0,1,34
1/22/2011,0,1,1,22,10,0,6,0,4,52
1/22/2011,0,1,1,22,11,0,6,0,2,56
1/22/2011,0,1,1,22,12,0,6,0,11,62
1/22/2011,0,1,1,22,13,0,6,0,10,69
1/22/2011,0,1,1,22,14,0,6,0,12,66
1/22/2011,0,1,1,22,15,0,6,0,8,90
1/22/2011,0,1,1,22,16,0,6,0,12,74
1/22/2011,0,1,1,22,17,0,6,0,6,56
1/22/2011,0,1,1,22,18,0,6,0,1,56
1/22/2011,0,1,1,22,19,0,6,0,4,50
1/22/2011,0,1,1,22,20,0,6,0,2,46
1/22/2011,0,1,1,22,21,0,6,0,0,36
1/22/2011,0,1,1,22,22,0,6,0,8,25
1/22/2011,0,1,1,22,23,0,6,0,2,28
1/23/2011,0,1,1,23,0,0,0,0,3,22
1/23/2011,0,1,1,23,1,0,0,0,1,9
1/23/2011,0,1,1,23,2,0,0,0,4,17
1/23/2011,0,1,1,23,3,0,0,0,1,1
1/23/2011,0,1,1,23,5,0,0,0,1,5
1/23/2011,0,1,1,23,6,0,0,0,0,1
1/23/2011,0,1,1,23,7,0,0,0,2,3
1/23/2011,0,1,1,23,8,0,0,0,2,14
1/23/2011,0,1,1,23,9,0,0,0,4,27
1/23/2011,0,1,1,23,10,0,0,0,5,48
1/23/2011,0,1,1,23,11,0,0,0,23,79
1/23/2011,0,1,1,23,12,0,0,0,23,89
1/23/2011,0,1,1,23,13,0,0,0,13,77
