dteday,yr,season,mnth,day,hr,holiday,weekday,workingday,casual,registered
1/12/2012,1,1,1,12,16,0,4,1,31,245
1/12/2012,1,1,1,12,17,0,4,1,24,474
1/12/2012,1,1,1,12,18,0,4,1,20,396
1/12/2012,1,1,1,12,19,0,4,1,18,315
1/12/2012,1,1,1,12,20,0,4,1,9,226
1/12/2012,1,1,1,12,21,0,4,1,13,164
1/12/2012,1,1,1,12,22,0,4,1,10,118
1/12/2012,1,1,1,12,23,0,4,1,8,62
1/13/2012,1,1,1,13,0,0,5,1,2,35
1/13/2012,1,1,1,13,1,0,5,1,1,14
1/13/2012,1,1,1,13,2,0,5,1,1,10
1/13/2012,1,1,1,13,3,0,5,1,4,6
1/13/2012,1,1,1,13,4,0,5,1,1,2
1/13/2012,1,1,1,13,5,0,5,1,1,23
1/13/2012,1,1,1,13,6,0,5,1,2,68
1/13/2012,1,1,1,13,7,0,5,1,4,176
1/13/2012,1,1,1,13,8,0,5,1,9,405
1/13/2012,1,1,1,13,9,0,5,1,11,206
1/13/2012,1,1,1,13,10,0,5,1,2,98
1/13/2012,1,1,1,13,11,0,5,1,13,104
1/13/2012,1,1,1,13,12,0,5,1,12,137
1/13/2012,1,1,1,13,13,0,5,1,15,142
1/13/2012,1,1,1,13,14,0,5,1,8,116
1/13/2012,1,1,1,13,15,0,5,1,16,125
1/13/2012,1,1,1,13,16,0,5,1,16,212
1/13/2012,1,1,1,13,17,0,5,1,16,319
1/13/2012,1,1,1,13,18,0,5,1,5,291
1/13/2012,1,1,1,13,19,0,5,1,8,201
1/13/2012,1,1,1,13,20,0,5,1,4,127
1/13/2012,1,1,1,13,21,0,5,1,8,97
1/13/2012,1,1,1,13,22,0,5,1,5,55
1/13/2012,1,1,1,13,23,0,5,1,6,62
1/14/2012,1,1,1,14,0,0,6,0,2,39
1/14/2012,1,1,1,14,1,0,6,0,7,46
1/14/2012,1,1,1,14,2,0,6,0,4,29
1/14/2012,1,1,1,14,3,0,6,0,7,16
1/14/2012,1,1,1,14,4,0,6,0,0,3
1/14/2012,1,1,1,14,5,0,6,0,1,6
1/14/2012,1,1,1,14,6,0,6,0,0,2
1/14/2012,1,1,1,14,7,0,6,0,1,26
1/14/2012,1,1,1,14,8,0,6,0,1,86
1/14/2012,1,1,1,14,9,0,6,0,4,80
1/14/2012,1,1,1,14,10,0,6,0,12,132
1/14/2012,1,1,1,14,11,0,6,0,29,152
1/14/2012,1,1,1,14,12,0,6,0,28,186
1/14/2012,1,1,1,14,13,0,6,0,39,184
1/14/2012,1,1,1,14,14,0,6,0,50,176
1/14/2012,1,1,1,14,15,0,6,0,50,179
1/14/2012,1,1,1,14,16,0,6,0,26,175
1/14/2012,1,1,1,14,17,0,6,0,16,131
1/14/2012,1,1,1,14,18,0,6,0,19,119
1/14/2012,1,1,1,14,19,0,6,0,13,92
1/14/2012,1,1,1,14,20,0,6,0,6,92
1/14/2012,1,1,1,14,21,0,6,0,4,68
1/14/2012,1,1,1,14,22,0,6,0,2,59
1/14/2012,1,1,1,14,23,0,6,0,6,73
1/15/2012,1,1,1,15,0,0,0,0,7,47
1/15/2012,1,1,1,15,1,0,0,0,3,42
1/15/2012,1,1,1,15,2,0,0,0,3,35
1/15/2012,1,1,1,15,3,0,0,0,2,26
1/15/2012,1,1,1,15,4,0,0,0,1,2
1/15/2012,1,1,1,15,5,0,0,0,1,7
1/15/2012,1,1,1,15,6,0,0,0,1,4
1/15/2012,1,1,1,15,7,0,0,0,4,16
1/15/2012,1,1,1,15,8,0,0,0,2,31
1/15/2012,1,1,1,15,9,0,0,0,11,82
1/15/2012,1,1,1,15,10,0,0,0,9,112
1/15/2012,1,1,1,15,11,0,0,0,22,146
1/15/2012,1,1,1,15,12,0,0,0,40,189
1/15/2012,1,1,1,15,13,0,0,0,41,186
1/15/2012,1,1,1,15,14,0,0,0,23,160
1/15/2012,1,1,1,15,15,0,0,0,34,175
1/15/2012,1,1,1,15,16,0,0,0,29,171
1/15/2012,1,1,1,15,17,0,0,0,16,133
1/15/2012,1,1,1,15,18,0,0,0,5,110
1/15/2012,1,1,1,15,19,0,0,0,10,103
1/15/2012,1,1,1,15,20,0,0,0,8,82
1/15/2012,1,1,1,15,21,0,0,0,2,73
1/15/2012,1,1,1,15,22,0,0,0,2,55
1/15/2012,1,1,1,15,23,0,0,0,4,28
1/16/2012,1,1,1,16,0,1,1,0,2,20
1/16/2012,1,1,1,16,1,1,1,0,3,20
1/16/2012,1,1,1,16,2,1,1,0,1,11
1/16/2012,1,1,1,16,3,1,1,0,1,5
1/16/2012,1,1,1,16,4,1,1,0,2,3
1/16/2012,1,1,1,16,5,1,1,0,2,7
1/16/2012,1,1,1,16,6,1,1,0,0,10
1/16/2012,1,1,1,16,7,1,1,0,6,30
1/16/2012,1,1,1,16,8,1,1,0,1,72
1/16/2012,1,1,1,16,9,1,1,0,8,91
1/16/2012,1,1,1,16,10,1,1,0,17,104
1/16/2012,1,1,1,16,11,1,1,0,22,160
1/16/2012,1,1,1,16,12,1,1,0,18,162
1/16/2012,1,1,1,16,13,1,1,0,27,204
1/16/2012,1,1,1,16,14,1,1,0,21,155
1/16/2012,1,1,1,16,15,1,1,0,18,177
1/16/2012,1,1,1,16,16,1,1,0,20,155
1/16/2012,1,1,1,16,17,1,1,0,20,176
1/16/2012,1,1,1,16,18,1,1,0,4,172
1/16/2012,1,1,1,16,19,1,1,0,11,136
1/16/2012,1,1,1,16,20,1,1,0,2,85
1/16/2012,1,1,1,16,21,1,1,0,4,48
1/16/2012,1,1,1,16,22,1,1,0,2,36
1/16/2012,1,1,1,16,23,1,1,0,1,30
1/17/2012,1,1,1,17,0,0,2,1,0,9
1/17/2012,1,1,1,17,1,0,2,1,1,4
1/17/2012,1,1,1,17,2,0,2,1,0,9
1/17/2012,1,1,1,17,4,0,2,1,1,4
1/17/2012,1,1,1,17,5,0,2,1,0,10
1/17/2012,1,1,1,17,6,0,2,1,1,59
1/17/2012,1,1,1,17,7,0,2,1,3,118
1/17/2012,1,1,1,17,8,0,2,1,4,92
1/17/2012,1,1,1,17,9,0,2,1,5,58
1/17/2012,1,1,1,17,10,0,2,1,2,63
1/17/2012,1,1,1,17,11,0,2,1,2,70
1/17/2012,1,1,1,17,12,0,2,1,4,85
1/17/2012,1,1,1,17,13,0,2,1,6,92
1/17/2012,1,1,1,17,14,0,2,1,13,122
1/17/2012,1,1,1,17,15,0,2,1,4,120
1/17/2012,1,1,1,17,16,0,2,1,15,207
1/17/2012,1,1,1,17,17,0,2,1,18,439
1/17/2012,1,1,1,17,18,0,2,1,13,453
1/17/2012,1,1,1,17,19,0,2,1,9,294
1/17/2012,1,1,1,17,20,0,2,1,12,171
1/17/2012,1,1,1,17,21,0,2,1,4,171
1/17/2012,1,1,1,17,22,0,2,1,6,87
1/17/2012,1,1,1,17,23,0,2,1,1,57
1/18/2012,1,1,1,18,0,0,3,1,4,16
1/18/2012,1,1,1,18,1,0,3,1,0,7
1/18/2012,1,1,1,18,2,0,3,1,2,3
1/18/2012,1,1,1,18,3,0,3,1,1,3
1/18/2012,1,1,1,18,4,0,3,1,1,3
1/18/2012,1,1,1,18,5,0,3,1,0,26
1/18/2012,1,1,1,18,6,0,3,1,1,90
1/18/2012,1,1,1,18,7,0,3,1,1,259
1/18/2012,1,1,1,18,8,0,3,1,16,476
1/18/2012,1,1,1,18,9,0,3,1,4,193
1/18/2012,1,1,1,18,10,0,3,1,6,90
1/18/2012,1,1,1,18,11,0,3,1,2,107
1/18/2012,1,1,1,18,12,0,3,1,7,157
1/18/2012,1,1,1,18,13,0,3,1,4,121
1/18/2012,1,1,1,18,14,0,3,1,8,100
1/18/2012,1,1,1,18,15,0,3,1,6,119
1/18/2012,1,1,1,18,16,0,3,1,14,165
1/18/2012,1,1,1,18,17,0,3,1,6,335
1/18/2012,1,1,1,18,18,0,3,1,9,349
1/18/2012,1,1,1,18,19,0,3,1,3,248
1/18/2012,1,1,1,18,20,0,3,1,2,166
1/18/2012,1,1,1,18,21,0,3,1,3,116
1/18/2012,1,1,1,18,22,0,3,1,5,76
1/18/2012,1,1,1,18,23,0,3,1,2,33
1/19/2012,1,1,1,19,0,0,4,1,1,18
1/19/2012,1,1,1,19,1,0,4,1,0,2
1/19/2012,1,1,1,19,2,0,4,1,1,5
1/19/2012,1,1,1,19,3,0,4,1,0,1
1/19/2012,1,1,1,19,4,0,4,1,1,3
1/19/2012,1,1,1,19,5,0,4,1,0,16
1/19/2012,1,1,1,19,6,0,4,1,1,88
1/19/2012,1,1,1,19,7,0,4,1,2,201
1/19/2012,1,1,1,19,8,0,4,1,10,416
1/19/2012,1,1,1,19,9,0,4,1,4,201
1/19/2012,1,1,1,19,10,0,4,1,11,100
1/19/2012,1,1,1,19,11,0,4,1,4,90
1/19/2012,1,1,1,19,12,0,4,1,6,108
1/19/2012,1,1,1,19,13,0,4,1,4,115
1/19/2012,1,1,1,19,14,0,4,1,16,106
1/19/2012,1,1,1,19,15,0,4,1,7,115
1/19/2012,1,1,1,19,16,0,4,1,9,187
1/19/2012,1,1,1,19,17,0,4,1,19,361
1/19/2012,1,1,1,19,18,0,4,1,17,347
1/19/2012,1,1,1,19,19,0,4,1,3,226
1/19/2012,1,1,1,19,20,0,4,1,8,186
1/19/2012,1,1,1,19,21,0,4,1,2,114
1/19/2012,1,1,1,19,22,0,4,1,1,92
1/19/2012,1,1,1,19,23,0,4,1,1,52
1/20/2012,1,1,1,20,0,0,5,1,4,26
1/20/2012,1,1,1,20,1,0,5,1,0,12
1/20/2012,1,1,1,20,2,0,5,1,1,13
1/20/2012,1,1,1,20,3,0,5,1,0,1
1/20/2012,1,1,1,20,4,0,5,1,1,5
1/20/2012,1,1,1,20,5,0,5,1,0,16
1/20/2012,1,1,1,20,6,0,5,1,1,70
1/20/2012,1,1,1,20,7,0,5,1,2,180
1/20/2012,1,1,1,20,8,0,5,1,5,423
1/20/2012,1,1,1,20,9,0,5,1,19,239
1/20/2012,1,1,1,20,10,0,5,1,2,98
1/20/2012,1,1,1,20,11,0,5,1,4,114
1/20/2012,1,1,1,20,12,0,5,1,6,121
1/20/2012,1,1,1,20,13,0,5,1,10,141
1/20/2012,1,1,1,20,14,0,5,1,9,109
1/20/2012,1,1,1,20,15,0,5,1,10,141
1/20/2012,1,1,1,20,16,0,5,1,12,165
1/20/2012,1,1,1,20,17,0,5,1,7,337
1/20/2012,1,1,1,20,18,0,5,1,6,298
1/20/2012,1,1,1,20,19,0,5,1,4,183
1/20/2012,1,1,1,20,20,0,5,1,2,143
1/20/2012,1,1,1,20,21,0,5,1,3,96
1/20/2012,1,1,1,20,22,0,5,1,2,73
1/20/2012,1,1,1,20,23,0,5,1,1,32
1/21/2012,1,1,1,21,0,0,6,0,1,26
1/21/2012,1,1,1,21,1,0,6,0,1,19
1/21/2012,1,1,1,21,2,0,6,0,2,27
1/21/2012,1,1,1,21,3,0,6,0,0,10
1/21/2012,1,1,1,21,4,0,6,0,1,3
1/21/2012,1,1,1,21,5,0,6,0,0,2
1/21/2012,1,1,1,21,6,0,6,0,1,3
1/21/2012,1,1,1,21,7,0,6,0,1,7
1/21/2012,1,1,1,21,8,0,6,0,4,24
1/21/2012,1,1,1,21,9,0,6,0,2,37
1/21/2012,1,1,1,21,10,0,6,0,1,47
1/21/2012,1,1,1,21,11,0,6,0,1,59
1/21/2012,1,1,1,21,12,0,6,0,6,64
1/21/2012,1,1,1,21,13,0,6,0,8,63
1/21/2012,1,1,1,21,14,0,6,0,7,91
1/21/2012,1,1,1,21,15,0,6,0,4,110
1/21/2012,1,1,1,21,16,0,6,0,6,115
1/21/2012,1,1,1,21,17,0,6,0,5,96
1/21/2012,1,1,1,21,18,0,6,0,4,109
1/21/2012,1,1,1,21,19,0,6,0,0,82
1/21/2012,1,1,1,21,20,0,6,0,6,64
1/21/2012,1,1,1,21,21,0,6,0,3,61
1/21/2012,1,1,1,21,22,0,6,0,4,58
1/21/2012,1,1,1,21,23,0,6,0,1,48
1/22/2012,1,1,1,22,0,0,0,0,2,53
1/22/2012,1,1,1,22,1,0,0,0,1,46
1/22/2012,1,1,1,22,2,0,0,0,2,48
1/22/2012,1,1,1,22,3,0,0,0,1,17
1/22/2012,1,1,1,22,4,0,0,0,2,3
1/22/2012,1,1,1,22,5,0,0,0,1,2
1/22/2012,1,1,1,22,6,0,0,0,1,6
1/22/2012,1,1,1,22,7,0,0,0,2,8
1/22/2012,1,1,1,22,8,0,0,0,4,31
1/22/2012,1,1,1,22,9,0,0,0,7,51
1/22/2012,1,1,1,22,10,0,0,0,10,122
1/22/2012,1,1,1,22,11,0,0,0,16,112
1/22/2012,1,1,1,22,12,0,0,0,25,163
1/22/2012,1,1,1,22,13,0,0,0,22,172
